"noc_title","V1.2.C.3.a","V1.2.C.3.b","V1.2.C.4.a","V1.2.C.4.b","V1.2.C.4.c","V1.2.C.4.d","V1.2.C.9.a","V1.2.B.3.b","V1.2.B.3.e","V1.4.A.3.b.1","innovation","rank.2.C.4.a","rank.2.C.4.b","rank.2.C.4.c","rank.2.C.4.d","rank.2.B.3.e","rank.2.B.3.b","rank.2.C.3.a","rank.4.A.3.b.1","rank.2.C.3.b","rank.2.C.9.a","rank.V1.1.C.7.a","harm.rank","harm.rank.digital","harm.rank.no.tel","tech","digital","tech.no.tel"
"9241 Power engineers and power systems operators",5.5682859375,5.88665,8.2632484375,5.719796875,6.411365625,1.0273046875,1.4025,0.92626875,1.00390625,9.3956625,2.9575,304,107,102,227,196,346,357,266,187,369,425,266.448148481778,279.379177747647,252.324541223825,0,NA,NA
"9243 Water and waste treatment plant operators",12.0988,13.2508,16.269,16.0004,14.9002,12.5625,3.6157,2.1875,0.3125,10.0596,3.4,56,11,11,29,348,120.5,157,249,52,135,295,125.929353865589,194.671977736205,124.091585561983,0,NA,NA
"9411 Machine operators, mineral and metal processing",2.6128,7.0716,11.1435,2.336,12.24,0.0416,0.5031,0.28,0,3.57,2.66,192.5,219.5,24.5,459,445.5,452,447.5,418.5,156.5,461.5,465,341.453081590811,443.692708237117,324.468883342886,0,NA,NA
"9412 Foundry workers",3.43915,5.198175,6.09825,2.83635,3.970025,0.13585,1.267325,0.8064,0,2.85645,2.97,384,199,190,427,445.5,357,410,433,206,382,422,348.592805853305,417.194887345902,342.440114724869,0,NA,NA
"9413 Glass forming and finishing machine operators and glass cutters",7.11395625,10.2009375,8.738725,5.92846875,6.15425,1.0286,1.2874,1.3508625,0.31625625,6.9774,3.265,285,101,107,225,332,244,322,343,92,380,350,226.714976480075,343.919552744214,209.729117272126,0,NA,NA
"9414 Concrete, clay and stone forming operators",5.610792,6.485184,8.017088,4.033092,6.03946,0.603236,1.149804,1.3838,0.3065,6.865608,3.274,317,145,109,290,365,239,355,344,171,395,343,286.455624602661,364.79600200372,271.438186903983,0,NA,NA
"9415 Inspectors and testers, mineral and metal processing",6.9133,3.6337,10.6267,2.091,2.97,0.492,0.5628,0.5244,0.75,9.2018,3.03,216,247,241,325,250.5,407.5,328,272,259,451,408.5,312.741330026693,310.292803353139,294.589080663065,0,NA,NA
"9416 Metalworking and forging machine operators",6.766542,7.813647,11.80854,4.150818,4.558104,0.674635,1.217574,1.599576,0.941976,7.919856,3.389,165,143,160,278,202,208,338,320,138,389,299,234.978400273125,295.08691550547,217.673719163759,0,NA,NA
"9417 Machining tool operators",4.555725,5.783625,12.0714,2.32685,2.94215,0.5125,0.483,1.697025,1.015625,9.386125,3.295,154,223,245,316,181,191,377,267,190,465,332.5,245.286316523936,285.36218607002,224.061650354233,0,NA,NA
"9418 Other metal products machine operators",8.4732,5.3592,8.316,2.886,7.7982,0.4961,1.7622,0.3125,1.0044,6.1912,3.02,298,198,77,321,189.5,438.5,279,365,202,310,414.5,273.101320313442,270.847707990402,266.603619240218,0,NA,NA
"9421 Chemical plant machine operators",10.80905,8.0907,10.555275,6.07805,18.35925,1.8126,2.174475,0.515625,1.36485,9.65455,2.965,221,94,5,152,123,419.5,203,260,131,272,423,197.272529336747,195.49483902079,186.903497037295,0,NA,NA
"9422 Plastics processing machine operators",6.24420710059172,7.26330828402367,10.8970029585799,4.03384615384615,4.59274970414201,0.570991124260355,1.09984378698225,1.3771449704142,0.921450295857988,7.8290449704142,3.29461538461538,202,144,159,296,218,242,346,323,151,399,334,252.858908315101,306.878508869795,235.530780249451,0,NA,NA
"9423 Rubber processing machine operators and related workers",5.39406875,5.62573125,7.448,3.9698,4.6391625,0.66625,1.63544375,1.149375,0.39140625,6.74135,3.1125,333,146,157,279,327,297,360,346,194,335,388,297.607115683478,342.55671728178,290.957882165059,0,NA,NA
"9431 Sawmill machine operators",2.0709,3.64,5.0246,0.6555,0.612,0.209,1.6199,0.5244,0.1344,2.2968,3.5,421,389,417,406.5,394.5,407.5,453,444,255,337,241,368.299493089324,402.541685598183,375.02316877611,0,NA,NA
"9432 Pulp mill machine operators",6.6048,6.1992,8.26,6.192,8.0215,3.234,1.9012,1.6544,1.3125,9.1266,3,305,92,73,104,131,198,340,277,177,296,420.5,213.405130628593,228.932034927272,202.032165966765,0,NA,NA
"9433 Papermaking and finishing machine operators",4.8111,6.0928,6.9678,1.6199,1.6642,0.0202,0.7632,0.57,0.5244,5.643,3.29,350.5,289.5,343.5,471.5,305.5,395.5,371.5,374.5,183.5,440,337.5,318.809466204419,367.718167652663,302.070184100574,0,NA,NA
"9434 Other wood processing machine operators",2.4495,3.3034,6.625775,1.253375,1.71405,0.3435,0.7896,1.4344,0.8897,2.5536,3.47,367,329,340,360,223,231,450,439,278,437,255,313.610915570525,355.953815349888,296.755592964074,0,NA,NA
"9435 Paper converting machine operators",4.8111,6.0928,6.9678,1.6199,1.6642,0.0202,0.7632,0.57,0.5244,5.643,3.29,350.5,289.5,343.5,471.5,305.5,395.5,371.5,374.5,183.5,440,337.5,318.809466204419,367.718167652663,302.070184100574,0,NA,NA
"9436 Lumber graders and other wood processing inspectors and graders",5.825,3.0492,10.8558,1.4938,1.8603,2.257,0.96,0.5244,0.75,11.2992,3.31,205,298,334,134,250.5,407.5,352,228,292,413,326,308.448002218638,294.306446911822,293.482925365017,0,NA,NA
"9437 Woodworking machine operators",3.12795,4.550125,7.13275,2.74725,3.29805,0.224475,0.478125,1.63,0.77,3.663,3.155,344,203,216,402,235,201,431,416,230,466,381,294.536184611315,360.636129766685,274.277932485663,0,NA,NA
"9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",4.4555,2.46135,5.721075,1.5369,1.71,0.03535,0.730275,1.21875,0.3875,3.696,3.735,393,294,341,463,328.5,280.5,378,410,323,444,149,353.096488030393,386.335139563484,339.090377224966,0,NA,NA
"9442 Weavers, knitters and other fabric making occupations",1.6471,1.3072,3.3902,0.9438,1.2218,0.6321,0.5289,0.28,0,1.5322,3.05,464,357,371,282,445.5,452,463,464,389,456,402.5,444.275172449627,458.004664211506,441.814771235979,0,NA,NA
"9445 Fabric, fur and leather cutters",6.1335,2.831,9.06,1.5264,1.3959,0.0714,1.292,1.75,0.93,5.1948,3.35,265,295,360,451,211,184.5,349,384,303,379,314.5,279.285209381064,312.424199689748,265.226158327077,0,NA,NA
"9446 Industrial sewing machine operators",2.1252,0.3509,4.1952,0.468,0.6642,0.1391,0.492,0,0,2.5668,3.01,449,417,411,426,445.5,474,451,438,471,464,418.5,457.86217253548,450.426458125394,456.460822601697,0,NA,NA
"9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",6.9133,3.6337,10.6267,2.091,2.97,0.492,0.5628,0.5244,0.75,9.2018,3.03,216,247,241,325,250.5,407.5,328,272,259,451,408.5,312.741330026693,310.292803353139,294.589080663065,0,NA,NA
"9461 Process control and machine operators, food, beverage and associated products processing",4.1488125,3.79725,7.0725,2.3136625,4.53299375,1.49130625,0.8651875,1.07415,0.57355625,8.30775,3.0625,346,225,164,179,291,309,384,307,249,431,399,318.988853907373,345.314950832261,303.129144625782,0,NA,NA
"9462 Industrial butchers and meat cutters, poultry preparers and related workers",3.0051,1.5345,5.535,0.5875,1.89,1.4288,0.462,0.69,0.1344,5.95,2.82,401.5,393.5,331.5,184.5,394.5,385.5,434.5,369.5,374,467.5,447.5,402.35587155325,414.156562678811,391.306718158189,0,NA,NA
"9463 Fish and seafood plant workers",4.88424444444444,4.05804444444444,8.09906666666667,2.5968,5.91297777777778,1.4999,0.8855,1.19126666666667,0.6716,7.77295555555555,3.07333333333333,313,208,115,177,282,290,369,325,246,427,397,313.721980105708,343.636563562128,297.818206761248,0,NA,NA
"9465 Testers and graders, food, beverage and associated products processing",6.9133,3.6337,10.6267,2.091,2.97,0.492,0.5628,0.5244,0.75,9.2018,3.03,216,247,241,325,250.5,407.5,328,272,259,451,408.5,312.741330026693,310.292803353139,294.589080663065,0,NA,NA
"9471 Plateless printing equipment operators",9.1809,1.5345,7.7088,1.0428,0,0,2.6108,1.3125,1.54,12.4488,2.71,323,347,482.5,480.5,107.5,260.5,248,205,374,218,459.5,205.874339192255,176.575236875195,203.435773927656,0,NA,NA
"9472 Camera, platemaking and other prepress occupations",19.16,4.2218,10.8192,0.6765,2.4549,0.0721,2.0349,1.75,1.54,19.642,3.82,208,387,293,443.5,107.5,184.5,28,35,241,284,112.5,70.9983844626378,53.3433631729323,61.7282477943674,0,NA,NA
"9473 Binding and finishing machine operators",5.5692,2.6752,8.439,1.656,1.8676,0.0612,0.7952,1.62,1.4256,6.509,3.01,293,286,333,454.5,118.5,205.5,356,356,310,436,418.5,246.742786024254,246.021051520305,226.978781199273,0,NA,NA
"9474 Photographic and film processors",15.133,2.538,4.59,1.0584,6.5274,0.0612,0.8967,3,3.8556,14.9699,3.69,436,341,100,454.5,38,66,72,136,319,425,167.5,89.5031899548368,81.655410438478,77.2925364538832,0,NA,NA
"9521 Aircraft assemblers and aircraft assembly inspectors",5.43083333333333,7.26506666666667,11.2627777777778,3.68362222222222,3.7976,0.574,2.4605,1.19,0.666666666666667,6.48433333333333,3.4,188,158,198,295,283,292,358,357,150,238,295,257.295127027916,301.113247548426,261.295490365199,0,NA,NA
"9522 Motor vehicle assemblers, inspectors and testers",6.579225,6.18715,9.5166,2.8975,3.162775,0.2486,0.45325,1.1247,1.015625,7.55825,3.43,246.5,196.5,225.5,390.5,181,302,341.5,333.5,178.5,469.5,285,267.851052457293,295.657923583349,246.607776627569,0,NA,NA
"9523 Electronics assemblers, fabricators, inspectors and testers",7.80735555555555,4.18965555555556,7.73753333333333,1.72017777777778,4.52168888888889,0.200222222222222,0.7392,1.15493333333333,0.728333333333333,9.40403333333333,3.11666666666667,322,283,165,410,265,296,306,265,242,443,387,292.531553317361,307.022096523576,273.847222919197,0,NA,NA
"9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",5.79605,3.42845,7.46605,1.9397,2.5784,0.2255,0.433825,0.884225,0.515625,8.0712,3.03,330,258,271,401,319.5,351,353,315,274,471,408.5,338.878566751891,356.246369773262,320.783980623247,0,NA,NA
"9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",8.927,6.11275,8.685,2.214,2.6574,0.5859,1.50255,1.1247,0.75,8.790275,3.12,287,231,264,292,250.5,302,258,281,182,353,384,261.17711879272,281.529449981102,248.162884902676,0,NA,NA
"9526 Mechanical assemblers and inspectors",6.579225,6.18715,9.5166,2.8975,3.162775,0.2486,0.45325,1.1247,1.015625,7.55825,3.43,246.5,196.5,225.5,390.5,181,302,341.5,333.5,178.5,469.5,285,267.851052457293,295.657923583349,246.607776627569,0,NA,NA
"9527 Machine operators and inspectors, electrical apparatus manufacturing",6.9133,3.6337,10.6267,2.091,2.97,0.492,0.5628,0.5244,0.75,9.2018,3.03,216,247,241,325,250.5,407.5,328,272,259,451,408.5,312.741330026693,310.292803353139,294.589080663065,0,NA,NA
"9531 Boat assemblers and inspectors",4.136325,6.6443,11.3826,3.23,2.805,0.432525,2.5239,0.3125,0.3125,4.6116,3.42,183,174,251,338,348,438.5,385,396,169,229,288.5,292.963218898321,324.603636208949,309.932200630436,0,NA,NA
"9532 Furniture and fixture assemblers and inspectors",6.9133,3.6337,10.6267,2.091,2.97,0.492,0.5628,0.5244,0.75,9.2018,3.03,216,247,241,325,250.5,407.5,328,272,259,451,408.5,312.741330026693,310.292803353139,294.589080663065,0,NA,NA
"9534 Furniture finishers and refinishers",1.488,3.2064,5.16,1.7066,5.65,0.325,0.896,1.125,0.1344,6.171,3.76,415,284,119,368,394.5,299,467,367,282,426,140.5,361.63289416928,411.331829006922,350.889734265465,0,NA,NA
"9535 Plastic products assemblers, finishers and inspectors",6.9133,3.6337,10.6267,2.091,2.97,0.492,0.5628,0.5244,0.75,9.2018,3.03,216,247,241,325,250.5,407.5,328,272,259,451,408.5,312.741330026693,310.292803353139,294.589080663065,0,NA,NA
"9536 Industrial painters, coaters and metal finishing process operators",2.7208,2.106,1.3904,0.6576,3.0942,0.0618,0.2751,0.75,0.8556,7.4493,2.76,481,388,230,452.5,227.5,368,443,336,338,477,454,345.863013914337,342.230495544743,327.742944897756,0,NA,NA
"9537 Other products assemblers, finishers and inspectors",6.62222222222222,7.02466666666666,10.4111,3.38333333333333,3.2592,0.4224,0.965066666666667,1.74444444444444,0.973333333333333,8.26985555555556,3.21,226,163,219,340,200,190,339,310,159,412,365,239.629585067584,295.136683751601,221.069350212753,0,NA,NA
"9611 Labourers in mineral and metal processing",3.2522,3.168,6.9048,1.44,2.772,0.5203,1.4151,0.3125,0.3125,6.681,2.65,357.5,305.5,257.5,310.5,348,438.5,421.5,350.5,286.5,364.5,470.5,362.172408570083,369.920925222743,361.514147896849,0,NA,NA
"9612 Labourers in metal fabrication",3.2522,3.168,6.9048,1.44,2.772,0.5203,1.4151,0.3125,0.3125,6.681,2.65,357.5,305.5,257.5,310.5,348,438.5,421.5,350.5,286.5,364.5,470.5,362.172408570083,369.920925222743,361.514147896849,0,NA,NA
"9613 Labourers in chemical products processing and utilities",3.2522,3.168,6.9048,1.44,2.772,0.5203,1.4151,0.3125,0.3125,6.681,2.65,357.5,305.5,257.5,310.5,348,438.5,421.5,350.5,286.5,364.5,470.5,362.172408570083,369.920925222743,361.514147896849,0,NA,NA
"9614 Labourers in wood, pulp and paper processing",3.2522,3.168,6.9048,1.44,2.772,0.5203,1.4151,0.3125,0.3125,6.681,2.65,357.5,305.5,257.5,310.5,348,438.5,421.5,350.5,286.5,364.5,470.5,362.172408570083,369.920925222743,361.514147896849,0,NA,NA
"9615 Labourers in rubber and plastic products manufacturing",3.2522,3.168,6.9048,1.44,2.772,0.5203,1.4151,0.3125,0.3125,6.681,2.65,357.5,305.5,257.5,310.5,348,438.5,421.5,350.5,286.5,364.5,470.5,362.172408570083,369.920925222743,361.514147896849,0,NA,NA
"9616 Labourers in textile processing",3.2522,3.168,6.9048,1.44,2.772,0.5203,1.4151,0.3125,0.3125,6.681,2.65,357.5,305.5,257.5,310.5,348,438.5,421.5,350.5,286.5,364.5,470.5,362.172408570083,369.920925222743,361.514147896849,0,NA,NA
"9617 Labourers in food, beverage and associated products processing",3.2522,3.168,6.9048,1.44,2.772,0.5203,1.4151,0.3125,0.3125,6.681,2.65,357.5,305.5,257.5,310.5,348,438.5,421.5,350.5,286.5,364.5,470.5,362.172408570083,369.920925222743,361.514147896849,0,NA,NA
"9618 Labourers in fish and seafood processing",3.2522,3.168,6.9048,1.44,2.772,0.5203,1.4151,0.3125,0.3125,6.681,2.65,357.5,305.5,257.5,310.5,348,438.5,421.5,350.5,286.5,364.5,470.5,362.172408570083,369.920925222743,361.514147896849,0,NA,NA
"9619 Other labourers in processing, manufacturing and utilities",2.907,4.6332,5.6852,2.091525,6.36075,0.3078,1.5216,1.072025,0.140625,4.90105,2.95,396,243,103,372,388.5,310,437,389,225,352,426.5,335.426474357518,390.340521363132,332.11966784239,0,NA,NA
